x,y,z
-0.6,0.5,-0.896404153367231
-0.694042855540182,0.5,-0.8
-0.6,0.6,-0.859790584246739
-0.658326089494921,0.6,-0.8
-0.6,0.689793671894592,-0.8
-0.5,-0.7,-0.859142524283902
-0.5,-0.758360071301248,-0.8
-0.589665573240017,-0.7,-0.8
-0.5,0.7,-0.859142524283902
-0.589665573240017,0.7,-0.8
-0.5,0.758360071301248,-0.8
-0.4,-0.7,-0.894571300325501
-0.4,-0.793320126201483,-0.8
-0.4,0.7,-0.894571300325501
-0.4,0.793320126201483,-0.8
-0.3,-0.8,-0.821625401865341
-0.3,-0.811898066745988,-0.8
-0.36947493126495,-0.8,-0.8
-0.3,0.8,-0.821625401865341
-0.36947493126495,0.8,-0.8
-0.3,0.811898066745988,-0.8
-0.2,-0.8,-0.840581658120667
-0.2,-0.822327597886465,-0.8
-0.2,0.8,-0.840581658120667
-0.2,0.822327597886465,-0.8
-0.1,-0.8,-0.850653957741796
-0.1,-0.82786927031059,-0.8
-0.1,0.8,-0.850653957741796
-0.1,0.82786927031059,-0.8
0,-0.8,-0.853822010732004
0,-0.829612299465241,-0.8
0,0.8,-0.853822010732004
0,0.829612299465241,-0.8
0.1,-0.8,-0.850653957741796
0.1,-0.82786927031059,-0.8
0.1,0.8,-0.850653957741796
0.1,0.82786927031059,-0.8
0.2,-0.8,-0.840581658120667
0.2,-0.822327597886465,-0.8
0.2,0.8,-0.840581658120667
0.2,0.822327597886465,-0.8
0.3,-0.8,-0.821625401865341
0.3,-0.811898066745988,-0.8
0.3,0.8,-0.821625401865341
0.3,0.811898066745988,-0.8
0.36947493126495,-0.8,-0.8
0.4,-0.7,-0.894571300325501
0.4,-0.793320126201483,-0.8
0.4,0.7,-0.894571300325501
0.4,0.793320126201483,-0.8
0.36947493126495,0.8,-0.8
0.5,-0.7,-0.859142524283902
0.5,-0.758360071301248,-0.8
0.5,0.7,-0.859142524283902
0.5,0.758360071301248,-0.8
0.589665573240017,-0.7,-0.8
0.6,-0.6,-0.859790584246739
0.6,-0.689793671894592,-0.8
0.6,-0.5,-0.896404153367231
0.6,0.5,-0.896404153367231
0.6,0.6,-0.859790584246739
0.6,0.689793671894592,-0.8
0.589665573240017,0.7,-0.8
0.658326089494921,-0.6,-0.8
0.694042855540182,-0.5,-0.8
0.7,-0.4,-0.82505520979723
0.7,-0.474575102561452,-0.8
0.7,-0.3,-0.846749255692781
0.7,-0.2,-0.860076519226349
0.7,-0.1,-0.867352084492437
0.7,0,-0.869669187356399
0.7,0.1,-0.867352084492437
0.7,0.2,-0.860076519226349
0.7,0.3,-0.846749255692781
0.7,0.4,-0.82505520979723
0.7,0.474575102561452,-0.8
0.694042855540182,0.5,-0.8
0.658326089494921,0.6,-0.8
0.713295454545454,-0.4,-0.8
0.724807319879873,-0.3,-0.8
0.731879383053953,-0.2,-0.8
0.735740134892418,-0.1,-0.8
0.736969696969697,0,-0.8
0.735740134892418,0.1,-0.8
0.731879383053953,0.2,-0.8
0.724807319879873,0.3,-0.8
0.713295454545454,0.4,-0.8
-0.7,-0.6,-0.722861912993557
-0.7,-0.622942075471239,-0.7
-0.708106341880329,-0.6,-0.7
-0.7,-0.5,-0.788973371539122
-0.731548040977365,-0.5,-0.7
-0.745526421944332,-0.4,-0.7
-0.75424429549058,-0.3,-0.7
-0.759599930800036,-0.2,-0.7
-0.762523657350289,-0.1,-0.7
-0.763454798081664,0,-0.7
-0.762523657350289,0.1,-0.7
-0.759599930800036,0.2,-0.7
-0.75424429549058,0.3,-0.7
-0.745526421944332,0.4,-0.7
-0.731548040977365,0.5,-0.7
-0.7,0.5,-0.788973371539122
-0.7,0.6,-0.722861912993557
-0.708106341880329,0.6,-0.7
-0.7,0.622942075471239,-0.7
-0.6,-0.7,-0.789840710780157
-0.6,-0.759237447729232,-0.7
-0.658561264295627,-0.7,-0.7
-0.6,0.7,-0.789840710780157
-0.658561264295627,0.7,-0.7
-0.6,0.759237447729232,-0.7
-0.5,-0.8,-0.72431710033411
-0.5,-0.808939869994459,-0.7
-0.524634562937027,-0.8,-0.7
-0.5,0.8,-0.72431710033411
-0.524634562937027,0.8,-0.7
-0.5,0.808939869994459,-0.7
-0.4,-0.8,-0.787858955712161
-0.4,-0.832300217999836,-0.7
-0.4,0.8,-0.787858955712161
-0.4,0.832300217999836,-0.7
-0.3,-0.845774058977987,-0.7
-0.3,0.845774058977987,-0.7
-0.2,-0.853672286675065,-0.7
-0.2,0.853672286675064,-0.7
-0.1,-0.857868965321383,-0.7
-0.1,0.857868965321383,-0.7
0,-0.859188951901858,-0.7
0,0.859188951901858,-0.7
0.1,-0.857868965321383,-0.7
0.1,0.857868965321383,-0.7
0.2,-0.853672286675065,-0.7
0.2,0.853672286675064,-0.7
0.3,-0.845774058977987,-0.7
0.3,0.845774058977987,-0.7
0.4,-0.8,-0.787858955712161
0.4,-0.832300217999836,-0.7
0.4,0.8,-0.787858955712161
0.4,0.832300217999836,-0.7
0.5,-0.8,-0.72431710033411
0.5,-0.808939869994459,-0.7
0.5,0.8,-0.72431710033411
0.5,0.808939869994459,-0.7
0.524634562937027,-0.8,-0.7
0.6,-0.7,-0.789840710780157
0.6,-0.759237447729232,-0.7
0.6,0.7,-0.789840710780157
0.6,0.759237447729232,-0.7
0.524634562937027,0.8,-0.7
0.658561264295627,-0.7,-0.7
0.7,-0.6,-0.722861912993557
0.7,-0.622942075471239,-0.7
0.7,-0.5,-0.788973371539122
0.7,0.5,-0.788973371539122
0.7,0.6,-0.722861912993557
0.7,0.622942075471239,-0.7
0.658561264295627,0.7,-0.7
0.708106341880329,-0.6,-0.7
0.731548040977365,-0.5,-0.7
0.745526421944332,-0.4,-0.7
0.75424429549058,-0.3,-0.7
0.759599930800036,-0.2,-0.7
0.762523657350289,-0.1,-0.7
0.763454798081664,0,-0.7
0.762523657350289,0.1,-0.7
0.759599930800036,0.2,-0.7
0.75424429549058,0.3,-0.7
0.745526421944332,0.4,-0.7
0.731548040977365,0.5,-0.7
0.708106341880329,0.6,-0.7
-0.7,-0.690811014880714,-0.6
-0.732087120193009,-0.6,-0.6
-0.751454908244926,-0.5,-0.6
-0.763003999407495,-0.4,-0.6
-0.770206801832704,-0.3,-0.6
-0.774631686271648,-0.2,-0.6
-0.77704730110881,-0.1,-0.6
-0.777816619760036,0,-0.6
-0.77704730110881,0.1,-0.6
-0.774631686271648,0.2,-0.6
-0.770206801832704,0.3,-0.6
-0.763003999407495,0.4,-0.6
-0.751454908244926,0.5,-0.6
-0.732087120193009,0.6,-0.6
-0.7,0.690811014880714,-0.6
-0.6,-0.796156126115399,-0.6
-0.695058523466884,-0.7,-0.6
-0.695058523466884,0.7,-0.6
-0.6,0.796156126115399,-0.6
-0.5,-0.833710858675814,-0.6
-0.592893103616192,-0.8,-0.6
-0.592893103616192,0.8,-0.6
-0.5,0.833710858675814,-0.6
-0.4,-0.853011433566495,-0.6
-0.4,0.853011433566495,-0.6
-0.3,-0.864143668274817,-0.6
-0.3,0.864143668274817,-0.6
-0.2,-0.870669270339308,-0.6
-0.2,0.870669270339307,-0.6
-0.1,-0.874136612113786,-0.6
-0.1,0.874136612113786,-0.6
0,-0.87522719945629,-0.6
0,0.87522719945629,-0.6
0.1,-0.874136612113786,-0.6
0.1,0.874136612113786,-0.6
0.2,-0.870669270339308,-0.6
0.2,0.870669270339307,-0.6
0.3,-0.864143668274817,-0.6
0.3,0.864143668274817,-0.6
0.4,-0.853011433566495,-0.6
0.4,0.853011433566495,-0.6
0.5,-0.833710858675814,-0.6
0.5,0.833710858675814,-0.6
0.592893103616192,-0.8,-0.6
0.6,-0.796156126115399,-0.6
0.6,0.796156126115399,-0.6
0.592893103616192,0.8,-0.6
0.695058523466884,-0.7,-0.6
0.7,-0.690811014880714,-0.6
0.7,0.690811014880714,-0.6
0.695058523466884,0.7,-0.6
0.732087120193009,-0.6,-0.6
0.751454908244926,-0.5,-0.6
0.763003999407495,-0.4,-0.6
0.770206801832704,-0.3,-0.6
0.774631686271649,-0.2,-0.6
0.77704730110881,-0.1,-0.6
0.777816619760036,0,-0.6
0.77704730110881,0.1,-0.6
0.774631686271649,0.2,-0.6
0.770206801832704,0.3,-0.6
0.763003999407495,0.4,-0.6
0.751454908244926,0.5,-0.6
0.732087120193009,0.6,-0.6
-0.7,-0.7,-0.580065556361069
-0.7,-0.727885474083195,-0.5
-0.714995716502764,-0.7,-0.5
-0.74670284402557,-0.6,-0.5
-0.763587678522873,-0.5,-0.5
-0.77365617433414,-0.4,-0.5
-0.779935576325757,-0.3,-0.5
-0.783793189865362,-0.2,-0.5
-0.785899122490469,-0.1,-0.5
-0.786569814366425,0,-0.5
-0.785899122490469,0.1,-0.5
-0.783793189865362,0.2,-0.5
-0.779935576325757,0.3,-0.5
-0.77365617433414,0.4,-0.5
-0.763587678522873,0.5,-0.5
-0.74670284402557,0.6,-0.5
-0.714995716502764,0.7,-0.5
-0.7,0.7,-0.580065556361069
-0.7,0.727885474083195,-0.5
-0.6,-0.8,-0.584773513967918
-0.6,-0.816462233194328,-0.5
-0.629188151910519,-0.8,-0.5
-0.6,0.8,-0.584773513967918
-0.629188151910519,0.8,-0.5
-0.6,0.816462233194329,-0.5
-0.5,-0.848808197256969,-0.5
-0.5,0.848808197256969,-0.5
-0.4,-0.865634435331156,-0.5
-0.4,0.865634435331156,-0.5
-0.3,-0.8753395157529,-0.5
-0.3,0.875339515752901,-0.5
-0.2,-0.881028534579358,-0.5
-0.2,0.881028534579358,-0.5
-0.1,-0.884051362578648,-0.5
-0.1,0.884051362578648,-0.5
0,-0.885002136447799,-0.5
0,0.8850021364478,-0.5
0.1,-0.884051362578648,-0.5
0.1,0.884051362578648,-0.5
0.2,-0.881028534579358,-0.5
0.2,0.881028534579358,-0.5
0.3,-0.8753395157529,-0.5
0.3,0.875339515752901,-0.5
0.4,-0.865634435331156,-0.5
0.4,0.865634435331156,-0.5
0.5,-0.848808197256969,-0.5
0.5,0.848808197256969,-0.5
0.6,-0.8,-0.584773513967918
0.6,-0.816462233194328,-0.5
0.6,0.8,-0.584773513967918
0.6,0.816462233194329,-0.5
0.629188151910519,-0.8,-0.5
0.7,-0.7,-0.580065556361069
0.7,-0.727885474083195,-0.5
0.7,0.7,-0.580065556361069
0.7,0.727885474083195,-0.5
0.629188151910519,0.8,-0.5
0.714995716502764,-0.7,-0.5
0.74670284402557,-0.6,-0.5
0.763587678522873,-0.5,-0.5
0.77365617433414,-0.4,-0.5
0.779935576325757,-0.3,-0.5
0.783793189865362,-0.2,-0.5
0.78589912249047,-0.1,-0.5
0.786569814366425,0,-0.5
0.78589912249047,0.1,-0.5
0.783793189865362,0.2,-0.5
0.779935576325757,0.3,-0.5
0.77365617433414,0.4,-0.5
0.763587678522873,0.5,-0.5
0.74670284402557,0.6,-0.5
0.714995716502764,0.7,-0.5
-0.7,-0.75102888498501,-0.4
-0.727441337034628,-0.7,-0.4
-0.756138399768935,-0.6,-0.4
-0.771420299855248,-0.5,-0.4
-0.780532959326788,-0.4,-0.4
-0.786216236462434,-0.3,-0.4
-0.789707633709666,-0.2,-0.4
-0.791613643032442,-0.1,-0.4
-0.792220663861618,0,-0.4
-0.791613643032442,0.1,-0.4
-0.789707633709666,0.2,-0.4
-0.786216236462434,0.3,-0.4
-0.780532959326788,0.4,-0.4
-0.771420299855248,0.5,-0.4
-0.756138399768935,0.6,-0.4
-0.727441337034628,0.7,-0.4
-0.7,0.75102888498501,-0.4
-0.6,-0.829279419403486,-0.4
-0.651913499906876,-0.8,-0.4
-0.651913499906876,0.8,-0.4
-0.6,0.829279419403486,-0.4
-0.5,-0.85855467176558,-0.4
-0.5,0.85855467176558,-0.4
-0.4,-0.873783538185284,-0.4
-0.4,0.873783538185284,-0.4
-0.3,-0.882567282518603,-0.4
-0.3,0.882567282518603,-0.4
-0.2,-0.887716223558503,-0.4
-0.2,0.887716223558503,-0.4
-0.1,-0.890452084278407,-0.4
-0.1,0.890452084278407,-0.4
0,-0.891312597970464,-0.4
0,0.891312597970465,-0.4
0.1,-0.890452084278407,-0.4
0.1,0.890452084278407,-0.4
0.2,-0.887716223558503,-0.4
0.2,0.887716223558503,-0.4
0.3,-0.882567282518603,-0.4
0.3,0.882567282518603,-0.4
0.4,-0.873783538185284,-0.4
0.4,0.873783538185284,-0.4
0.5,-0.85855467176558,-0.4
0.5,0.85855467176558,-0.4
0.6,-0.829279419403486,-0.4
0.6,0.829279419403486,-0.4
0.651913499906876,-0.8,-0.4
0.7,-0.75102888498501,-0.4
0.7,0.75102888498501,-0.4
0.651913499906876,0.8,-0.4
0.727441337034628,-0.7,-0.4
0.756138399768935,-0.6,-0.4
0.771420299855248,-0.5,-0.4
0.780532959326788,-0.4,-0.4
0.786216236462434,-0.3,-0.4
0.789707633709666,-0.2,-0.4
0.791613643032442,-0.1,-0.4
0.792220663861617,0,-0.4
0.791613643032442,0.1,-0.4
0.789707633709666,0.2,-0.4
0.786216236462434,0.3,-0.4
0.780532959326788,0.4,-0.4
0.771420299855248,0.5,-0.4
0.756138399768935,0.6,-0.4
0.727441337034628,0.7,-0.4
-0.7,-0.766200263749566,-0.3
-0.735599910714623,-0.7,-0.3
-0.762323762447063,-0.6,-0.3
-0.776554878567821,-0.5,-0.3
-0.785040951266632,-0.4,-0.3
-0.790333446074674,-0.3,-0.3
-0.793584774729384,-0.2,-0.3
-0.795359726786816,-0.1,-0.3
-0.795925008843297,0,-0.3
-0.795359726786816,0.1,-0.3
-0.793584774729384,0.2,-0.3
-0.790333446074674,0.3,-0.3
-0.785040951266632,0.4,-0.3
-0.776554878567821,0.5,-0.3
-0.762323762447063,0.6,-0.3
-0.735599910714623,0.7,-0.3
-0.7,0.766200263749566,-0.3
-0.6,-0.837681568399585,-0.3
-0.666810822668495,-0.8,-0.3
-0.666810822668495,0.8,-0.3
-0.6,0.837681568399585,-0.3
-0.5,-0.864943853421497,-0.3
-0.5,0.864943853421497,-0.3
-0.4,-0.879125582472352,-0.3
-0.4,0.879125582472352,-0.3
-0.3,-0.887305356248943,-0.3
-0.3,0.887305356248943,-0.3
-0.2,-0.892100255929211,-0.3
-0.2,0.892100255929211,-0.3
-0.1,-0.894647998773705,-0.3
-0.1,0.894647998773705,-0.3
0,-0.895449343515263,-0.3
0,0.895449343515262,-0.3
0.1,-0.894647998773705,-0.3
0.1,0.894647998773705,-0.3
0.2,-0.892100255929211,-0.3
0.2,0.892100255929211,-0.3
0.3,-0.887305356248943,-0.3
0.3,0.887305356248943,-0.3
0.4,-0.879125582472352,-0.3
0.4,0.879125582472352,-0.3
0.5,-0.864943853421497,-0.3
0.5,0.864943853421497,-0.3
0.6,-0.837681568399585,-0.3
0.6,0.837681568399585,-0.3
0.666810822668495,-0.8,-0.3
0.7,-0.766200263749566,-0.3
0.7,0.766200263749566,-0.3
0.666810822668495,0.8,-0.3
0.735599910714623,-0.7,-0.3
0.762323762447063,-0.6,-0.3
0.776554878567821,-0.5,-0.3
0.785040951266632,-0.4,-0.3
0.790333446074674,-0.3,-0.3
0.793584774729384,-0.2,-0.3
0.795359726786817,-0.1,-0.3
0.795925008843297,0,-0.3
0.795359726786817,0.1,-0.3
0.793584774729384,0.2,-0.3
0.790333446074674,0.3,-0.3
0.785040951266632,0.4,-0.3
0.776554878567821,0.5,-0.3
0.762323762447063,0.6,-0.3
0.735599910714623,0.7,-0.3
-0.7,-0.775819394120941,-0.2
-0.740772702528092,-0.7,-0.2
-0.766245476545597,-0.6,-0.2
-0.779810362647733,-0.5,-0.2
-0.787899159663865,-0.4,-0.2
-0.792943886209418,-0.3,-0.2
-0.796043003840637,-0.2,-0.2
-0.79773486147791,-0.1,-0.2
-0.798273679842307,0,-0.2
-0.79773486147791,0.1,-0.2
-0.796043003840637,0.2,-0.2
-0.792943886209418,0.3,-0.2
-0.787899159663865,0.4,-0.2
-0.779810362647733,0.5,-0.2
-0.766245476545597,0.6,-0.2
-0.740772702528092,0.7,-0.2
-0.7,0.775819394120941,-0.2
-0.6,-0.843008794609374,-0.2
-0.676256192931297,-0.8,-0.2
-0.676256192931297,0.8,-0.2
-0.6,0.843008794609374,-0.2
-0.5,-0.868994795149894,-0.2
-0.5,0.868994795149894,-0.2
-0.4,-0.882512606238906,-0.2
-0.4,0.882512606238906,-0.2
-0.3,-0.890309443723695,-0.2
-0.3,0.890309443723695,-0.2
-0.2,-0.89487987006848,-0.2
-0.2,0.89487987006848,-0.2
-0.1,-0.897308340274881,-0.2
-0.1,0.897308340274881,-0.2
0,-0.898072170044488,-0.2
0,0.898072170044488,-0.2
0.1,-0.897308340274881,-0.2
0.1,0.897308340274881,-0.2
0.2,-0.89487987006848,-0.2
0.2,0.89487987006848,-0.2
0.3,-0.890309443723695,-0.2
0.3,0.890309443723695,-0.2
0.4,-0.882512606238906,-0.2
0.4,0.882512606238906,-0.2
0.5,-0.868994795149894,-0.2
0.5,0.868994795149894,-0.2
0.6,-0.843008794609374,-0.2
0.6,0.843008794609374,-0.2
0.676256192931297,-0.8,-0.2
0.7,-0.775819394120941,-0.2
0.7,0.775819394120941,-0.2
0.676256192931297,0.8,-0.2
0.740772702528092,-0.7,-0.2
0.766245476545597,-0.6,-0.2
0.779810362647733,-0.5,-0.2
0.787899159663866,-0.4,-0.2
0.792943886209418,-0.3,-0.2
0.796043003840637,-0.2,-0.2
0.79773486147791,-0.1,-0.2
0.798273679842307,0,-0.2
0.79773486147791,0.1,-0.2
0.796043003840637,0.2,-0.2
0.792943886209418,0.3,-0.2
0.787899159663866,0.4,-0.2
0.779810362647733,0.5,-0.2
0.766245476545597,0.6,-0.2
0.740772702528092,0.7,-0.2
-0.7,-0.781170376642372,-0.1
-0.743650251486493,-0.7,-0.1
-0.768427069141301,-0.6,-0.1
-0.78162134116012,-0.5,-0.1
-0.789489139483842,-0.4,-0.1
-0.794396036143453,-0.3,-0.1
-0.797410480992951,-0.2,-0.1
-0.799056114411118,-0.1,-0.1
-0.799580211407957,0,-0.1
-0.799056114411118,0.1,-0.1
-0.797410480992951,0.2,-0.1
-0.794396036143453,0.3,-0.1
-0.789489139483842,0.4,-0.1
-0.78162134116012,0.5,-0.1
-0.768427069141301,0.6,-0.1
-0.743650251486493,0.7,-0.1
-0.7,0.781170376642372,-0.1
-0.6,-0.845972253179509,-0.1
-0.681510515227948,-0.8,-0.1
-0.681510515227948,0.8,-0.1
-0.6,0.845972253179509,-0.1
-0.5,-0.871248275199244,-0.1
-0.5,0.871248275199244,-0.1
-0.4,-0.884396758368546,-0.1
-0.4,0.884396758368546,-0.1
-0.3,-0.89198057395581,-0.1
-0.3,0.891980573955809,-0.1
-0.2,-0.89642612904422,-0.1
-0.2,0.89642612904422,-0.1
-0.1,-0.898788249614315,-0.1
